0.10, -10.00
0.10, -9.90
0.10, -9.80
0.10, -9.70
0.10, -9.60
0.10, -9.50
0.10, -9.40
0.10, -9.30
0.10, -9.20
0.10, -9.10
0.10, -9.00
0.10, -8.90
0.10, -8.80
0.10, -8.70
0.10, -8.60
0.10, -8.50
0.10, -8.40
0.10, -8.30
0.10, -8.20
0.10, -8.10
0.10, -8.00
0.10, -7.90
0.10, -7.80
0.10, -7.70
0.10, -7.60
0.10, -7.50
0.10, -7.40
0.10, -7.30
0.10, -7.20
0.10, -7.10
0.10, -7.00
0.10, -6.90
0.10, -6.80
0.10, -6.70
0.10, -6.60
0.10, -6.50
0.10, -6.40
0.10, -6.30
0.10, -6.20
0.10, -6.10
0.10, -6.00
0.10, -5.90
0.10, -5.80
0.10, -5.70
0.10, -5.60
0.10, -5.50
0.10, -5.40
0.10, -5.30
0.10, -5.20
0.10, -5.10
0.10, -5.00
0.10, -4.90
0.10, -4.80
0.10, -4.70
0.10, -4.60
0.10, -4.50
0.10, -4.40
0.10, -4.30
0.10, -4.20
0.10, -4.10
0.10, -4.00
0.10, -3.90
0.10, -3.80
0.10, -3.70
0.10, -3.60
0.10, -3.50
0.10, -3.40
0.10, -3.30
0.10, -3.20
0.10, -3.10
0.10, -3.00
0.10, -2.90
0.10, -2.80
0.10, -2.70
0.10, -2.60
0.10, -2.50
0.10, -2.40
0.10, -2.30
0.10, -2.20
0.10, -2.10
0.10, -2.00
0.10, -1.90
0.10, -1.80
0.10, -1.70
0.10, -1.60
0.10, -1.50
0.10, -1.40
0.10, -1.30
0.10, -1.20
0.10, -1.10
0.10, -1.00
0.10, -0.90
0.10, -0.80
0.10, -0.70
0.10, -0.60
0.10, -0.50
0.10, -0.40
0.10, -0.30
0.10, -0.20
0.10, -0.10
0.10, -0.00
0.10, 0.10
0.10, 0.20
0.10, 0.30
0.10, 0.40
0.10, 0.50
0.10, 0.60
0.10, 0.70
0.10, 0.80
0.10, 0.90
0.10, 1.00
0.10, 1.10
0.10, 1.20
0.10, 1.30
0.10, 1.40
0.10, 1.50
0.10, 1.60
0.10, 1.70
0.10, 1.80
0.10, 1.90
0.10, 2.00
0.10, 2.10
0.10, 2.20
0.10, 2.30
0.10, 2.40
0.10, 2.50
0.10, 2.60
0.10, 2.70
0.10, 2.80
0.10, 2.90
0.10, 3.00
0.10, 3.10
0.10, 3.20
0.10, 3.30
0.10, 3.40
0.10, 3.50
0.10, 3.60
0.10, 3.70
0.10, 3.80
0.10, 3.90
0.10, 4.00
0.10, 4.10
0.10, 4.20
0.10, 4.30
0.10, 4.40
0.10, 4.50
0.10, 4.60
0.10, 4.70
0.10, 4.80
0.10, 4.90
0.10, 5.00
0.10, 5.10
0.10, 5.20
0.10, 5.30
0.10, 5.40
0.10, 5.50
0.10, 5.60
0.10, 5.70
0.10, 5.80
0.10, 5.90
0.10, 6.00
0.10, 6.10
0.10, 6.20
0.10, 6.30
0.10, 6.40
0.10, 6.50
0.10, 6.60
0.10, 6.70
0.10, 6.80
0.10, 6.90
0.10, 7.00
0.10, 7.10
0.10, 7.20
0.10, 7.30
0.10, 7.40
0.10, 7.50
0.10, 7.60
0.10, 7.70
0.10, 7.80
0.10, 7.90
0.10, 8.00
0.10, 8.10
0.10, 8.20
0.10, 8.30
0.10, 8.40
0.10, 8.50
0.10, 8.60
0.10, 8.70
0.10, 8.80
0.10, 8.90
0.10, 9.00
0.10, 9.10
0.10, 9.20
0.10, 9.30
0.10, 9.40
0.10, 9.50
0.10, 9.60
0.10, 9.70
0.10, 9.80
0.10, 9.90
0.10, 10.00
0.20, -10.00
0.20, -9.90
0.20, -9.80
0.20, -9.70
0.20, -9.60
0.20, -9.50
0.20, -9.40
0.20, -9.30
0.20, -9.20
0.20, -9.10
0.20, -9.00
0.20, -8.90
0.20, -8.80
0.20, -8.70
0.20, -8.60
0.20, -8.50
0.20, -8.40
0.20, -8.30
0.20, -8.20
0.20, -8.10
0.20, -8.00
0.20, -7.90
0.20, -7.80
0.20, -7.70
0.20, -7.60
0.20, -7.50
0.20, -7.40
0.20, -7.30
0.20, -7.20
0.20, -7.10
0.20, -7.00
0.20, -6.90
0.20, -6.80
0.20, -6.70
0.20, -6.60
0.20, -6.50
0.20, -6.40
0.20, -6.30
0.20, -6.20
0.20, -6.10
0.20, -6.00
0.20, -5.90
0.20, -5.80
0.20, -5.70
0.20, -5.60
0.20, -5.50
0.20, -5.40
0.20, -5.30
0.20, -5.20
0.20, -5.10
0.20, -5.00
0.20, -4.90
0.20, -4.80
0.20, -4.70
0.20, -4.60
0.20, -4.50
0.20, -4.40
0.20, -4.30
0.20, -4.20
0.20, -4.10
0.20, -4.00
0.20, -3.90
0.20, -3.80
0.20, -3.70
0.20, -3.60
0.20, -3.50
0.20, -3.40
0.20, -3.30
0.20, -3.20
0.20, -3.10
0.20, -3.00
0.20, -2.90
0.20, -2.80
0.20, -2.70
0.20, -2.60
0.20, -2.50
0.20, -2.40
0.20, -2.30
0.20, -2.20
0.20, -2.10
0.20, -2.00
0.20, -1.90
0.20, -1.80
0.20, -1.70
0.20, -1.60
0.20, -1.50
0.20, -1.40
0.20, -1.30
0.20, -1.20
0.20, -1.10
0.20, -1.00
0.20, -0.90
0.20, -0.80
0.20, -0.70
0.20, -0.60
0.20, -0.50
0.20, -0.40
0.20, -0.30
0.20, -0.20
0.20, -0.10
0.20, -0.00
0.20, 0.10
0.20, 0.20
0.20, 0.30
0.20, 0.40
0.20, 0.50
0.20, 0.60
0.20, 0.70
0.20, 0.80
0.20, 0.90
0.20, 1.00
0.20, 1.10
0.20, 1.20
0.20, 1.30
0.20, 1.40
0.20, 1.50
0.20, 1.60
0.20, 1.70
0.20, 1.80
0.20, 1.90
0.20, 2.00
0.20, 2.10
0.20, 2.20
0.20, 2.30
0.20, 2.40
0.20, 2.50
0.20, 2.60
0.20, 2.70
0.20, 2.80
0.20, 2.90
0.20, 3.00
0.20, 3.10
0.20, 3.20
0.20, 3.30
0.20, 3.40
0.20, 3.50
0.20, 3.60
0.20, 3.70
0.20, 3.80
